timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1597227910572,58,transaction_message,200,OK,Thread Group 1-1,text,true,,469,480,1,1,http://api.webengage.net/v2/accounts/~2024b249/experiments/~2ask2s2/transaction,57,0,0
1597227911172,6,save_user,201,Created,Thread Group 1-1,text,true,,334,515,1,1,http://api.webengage.net/v1/accounts/~2024b249/users,6,0,1
1597227911771,90,save_users_bulk,201,Created,Thread Group 1-1,text,true,,334,8295,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-users,90,0,0
1597227912372,6,save_event,201,Created,Thread Group 1-1,text,true,,334,440,1,1,http://api.webengage.net/v1/accounts/~2024b249/events,5,0,0
1597227912972,16,save_events_bulk,201,Created,Thread Group 1-1,text,true,,334,5772,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-events,16,0,0
1597227913571,24,save_business-event,201,Created,Thread Group 1-1,text,true,,354,427,1,1,http://api.webengage.net/v2/accounts/~2024b249/business/save-event,24,0,0
1597227914171,51,transaction_message,200,OK,Thread Group 1-1,text,true,,469,480,1,1,http://api.webengage.net/v2/accounts/~2024b249/experiments/~2ask2s2/transaction,51,0,0
1597227914772,7,save_user,201,Created,Thread Group 1-1,text,true,,334,515,1,1,http://api.webengage.net/v1/accounts/~2024b249/users,6,0,1
1597227915371,94,save_users_bulk,201,Created,Thread Group 1-1,text,true,,334,8295,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-users,94,0,0
1597227915971,7,save_event,201,Created,Thread Group 1-1,text,true,,334,440,1,1,http://api.webengage.net/v1/accounts/~2024b249/events,7,0,0
1597227916572,21,save_events_bulk,201,Created,Thread Group 1-1,text,true,,334,5772,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-events,21,0,0
1597227917172,18,save_business-event,201,Created,Thread Group 1-1,text,true,,354,427,1,1,http://api.webengage.net/v2/accounts/~2024b249/business/save-event,18,0,0
1597227917772,51,transaction_message,200,OK,Thread Group 1-1,text,true,,469,480,1,1,http://api.webengage.net/v2/accounts/~2024b249/experiments/~2ask2s2/transaction,51,0,0
1597227918373,6,save_user,201,Created,Thread Group 1-1,text,true,,334,515,1,1,http://api.webengage.net/v1/accounts/~2024b249/users,6,0,1
1597227918972,94,save_users_bulk,201,Created,Thread Group 1-1,text,true,,334,8295,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-users,93,0,0
1597227919573,6,save_event,201,Created,Thread Group 1-1,text,true,,334,440,1,1,http://api.webengage.net/v1/accounts/~2024b249/events,6,0,0
1597227920172,23,save_events_bulk,201,Created,Thread Group 1-1,text,true,,334,5772,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-events,19,0,0
1597227920773,16,save_business-event,201,Created,Thread Group 1-1,text,true,,354,427,1,1,http://api.webengage.net/v2/accounts/~2024b249/business/save-event,16,0,0
1597227921372,49,transaction_message,200,OK,Thread Group 1-1,text,true,,469,480,1,1,http://api.webengage.net/v2/accounts/~2024b249/experiments/~2ask2s2/transaction,49,0,0
1597227921973,15,save_user,201,Created,Thread Group 1-1,text,true,,334,515,1,1,http://api.webengage.net/v1/accounts/~2024b249/users,15,0,1
1597227922572,108,save_users_bulk,201,Created,Thread Group 1-1,text,true,,334,8295,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-users,108,0,0
1597227923172,9,save_event,201,Created,Thread Group 1-1,text,true,,334,440,1,1,http://api.webengage.net/v1/accounts/~2024b249/events,8,0,0
1597227923772,22,save_events_bulk,201,Created,Thread Group 1-1,text,true,,334,5772,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-events,22,0,0
1597227924373,17,save_business-event,201,Created,Thread Group 1-1,text,true,,354,427,1,1,http://api.webengage.net/v2/accounts/~2024b249/business/save-event,17,0,0
1597227924973,50,transaction_message,200,OK,Thread Group 1-1,text,true,,469,480,1,1,http://api.webengage.net/v2/accounts/~2024b249/experiments/~2ask2s2/transaction,50,0,0
1597227925573,9,save_user,201,Created,Thread Group 1-1,text,true,,334,515,1,1,http://api.webengage.net/v1/accounts/~2024b249/users,8,0,1
1597227926172,128,save_users_bulk,201,Created,Thread Group 1-1,text,true,,334,8295,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-users,128,0,0
1597227926772,6,save_event,201,Created,Thread Group 1-1,text,true,,334,440,1,1,http://api.webengage.net/v1/accounts/~2024b249/events,6,0,0
1597227927372,16,save_events_bulk,201,Created,Thread Group 1-1,text,true,,334,5772,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-events,15,0,0
1597227927973,16,save_business-event,201,Created,Thread Group 1-1,text,true,,354,427,1,1,http://api.webengage.net/v2/accounts/~2024b249/business/save-event,16,0,0
1597227928573,51,transaction_message,200,OK,Thread Group 1-1,text,true,,469,480,1,1,http://api.webengage.net/v2/accounts/~2024b249/experiments/~2ask2s2/transaction,51,0,0
1597227929173,7,save_user,201,Created,Thread Group 1-1,text,true,,334,515,1,1,http://api.webengage.net/v1/accounts/~2024b249/users,7,0,1
1597227929772,103,save_users_bulk,201,Created,Thread Group 1-1,text,true,,334,8295,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-users,103,0,0
1597227930372,6,save_event,201,Created,Thread Group 1-1,text,true,,334,440,1,1,http://api.webengage.net/v1/accounts/~2024b249/events,6,0,0
1597227930973,15,save_events_bulk,201,Created,Thread Group 1-1,text,true,,334,5772,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-events,15,0,0
1597227931573,16,save_business-event,201,Created,Thread Group 1-1,text,true,,354,427,1,1,http://api.webengage.net/v2/accounts/~2024b249/business/save-event,16,0,0
1597227932172,68,transaction_message,200,OK,Thread Group 1-1,text,true,,469,480,1,1,http://api.webengage.net/v2/accounts/~2024b249/experiments/~2ask2s2/transaction,68,0,0
1597227932773,6,save_user,201,Created,Thread Group 1-1,text,true,,334,515,1,1,http://api.webengage.net/v1/accounts/~2024b249/users,6,0,1
1597227933372,91,save_users_bulk,201,Created,Thread Group 1-1,text,true,,334,8295,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-users,90,0,0
1597227933972,6,save_event,201,Created,Thread Group 1-1,text,true,,334,440,1,1,http://api.webengage.net/v1/accounts/~2024b249/events,6,0,0
1597227934573,15,save_events_bulk,201,Created,Thread Group 1-1,text,true,,334,5772,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-events,15,0,0
1597227935172,17,save_business-event,201,Created,Thread Group 1-1,text,true,,354,427,1,1,http://api.webengage.net/v2/accounts/~2024b249/business/save-event,17,0,0
1597227935773,54,transaction_message,200,OK,Thread Group 1-1,text,true,,469,480,1,1,http://api.webengage.net/v2/accounts/~2024b249/experiments/~2ask2s2/transaction,52,0,0
1597227936373,6,save_user,201,Created,Thread Group 1-1,text,true,,334,515,1,1,http://api.webengage.net/v1/accounts/~2024b249/users,6,0,1
1597227936972,98,save_users_bulk,201,Created,Thread Group 1-1,text,true,,334,8295,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-users,98,0,0
1597227937573,6,save_event,201,Created,Thread Group 1-1,text,true,,334,440,1,1,http://api.webengage.net/v1/accounts/~2024b249/events,6,0,0
1597227938172,16,save_events_bulk,201,Created,Thread Group 1-1,text,true,,334,5772,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-events,16,0,0
1597227938772,16,save_business-event,201,Created,Thread Group 1-1,text,true,,354,427,1,1,http://api.webengage.net/v2/accounts/~2024b249/business/save-event,16,0,0
1597227939373,50,transaction_message,200,OK,Thread Group 1-1,text,true,,469,480,1,1,http://api.webengage.net/v2/accounts/~2024b249/experiments/~2ask2s2/transaction,50,0,0
1597227939972,6,save_user,201,Created,Thread Group 1-1,text,true,,334,515,1,1,http://api.webengage.net/v1/accounts/~2024b249/users,6,0,1
1597227940572,89,save_users_bulk,201,Created,Thread Group 1-1,text,true,,334,8295,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-users,89,0,0
1597227941173,8,save_event,201,Created,Thread Group 1-1,text,true,,334,440,1,1,http://api.webengage.net/v1/accounts/~2024b249/events,7,0,0
1597227941772,16,save_events_bulk,201,Created,Thread Group 1-1,text,true,,334,5772,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-events,15,0,0
1597227942372,17,save_business-event,201,Created,Thread Group 1-1,text,true,,354,427,1,1,http://api.webengage.net/v2/accounts/~2024b249/business/save-event,17,0,0
1597227942972,53,transaction_message,200,OK,Thread Group 1-1,text,true,,469,480,1,1,http://api.webengage.net/v2/accounts/~2024b249/experiments/~2ask2s2/transaction,52,0,0
1597227943572,6,save_user,201,Created,Thread Group 1-1,text,true,,334,515,1,1,http://api.webengage.net/v1/accounts/~2024b249/users,6,0,1
1597227944172,99,save_users_bulk,201,Created,Thread Group 1-1,text,true,,334,8295,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-users,99,0,0
1597227944772,5,save_event,201,Created,Thread Group 1-1,text,true,,334,440,1,1,http://api.webengage.net/v1/accounts/~2024b249/events,5,0,0
1597227945372,16,save_events_bulk,201,Created,Thread Group 1-1,text,true,,334,5772,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-events,15,0,0
1597227945972,17,save_business-event,201,Created,Thread Group 1-1,text,true,,354,427,1,1,http://api.webengage.net/v2/accounts/~2024b249/business/save-event,17,0,0
1597227946572,47,transaction_message,200,OK,Thread Group 1-1,text,true,,469,480,1,1,http://api.webengage.net/v2/accounts/~2024b249/experiments/~2ask2s2/transaction,47,0,0
1597227947172,6,save_user,201,Created,Thread Group 1-1,text,true,,334,515,1,1,http://api.webengage.net/v1/accounts/~2024b249/users,6,0,1
1597227947772,99,save_users_bulk,201,Created,Thread Group 1-1,text,true,,334,8295,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-users,99,0,0
1597227948373,6,save_event,201,Created,Thread Group 1-1,text,true,,334,440,1,1,http://api.webengage.net/v1/accounts/~2024b249/events,5,0,0
1597227948973,24,save_events_bulk,201,Created,Thread Group 1-1,text,true,,334,5772,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-events,24,0,0
1597227949573,16,save_business-event,201,Created,Thread Group 1-1,text,true,,354,427,1,1,http://api.webengage.net/v2/accounts/~2024b249/business/save-event,16,0,0
1597227950172,47,transaction_message,200,OK,Thread Group 1-1,text,true,,469,480,1,1,http://api.webengage.net/v2/accounts/~2024b249/experiments/~2ask2s2/transaction,47,0,0
1597227950772,6,save_user,201,Created,Thread Group 1-1,text,true,,334,515,1,1,http://api.webengage.net/v1/accounts/~2024b249/users,6,0,1
1597227951373,98,save_users_bulk,201,Created,Thread Group 1-1,text,true,,334,8295,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-users,98,0,0
1597227951972,6,save_event,201,Created,Thread Group 1-1,text,true,,334,440,1,1,http://api.webengage.net/v1/accounts/~2024b249/events,6,0,0
1597227952572,18,save_events_bulk,201,Created,Thread Group 1-1,text,true,,334,5772,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-events,18,0,0
1597227953173,16,save_business-event,201,Created,Thread Group 1-1,text,true,,354,427,1,1,http://api.webengage.net/v2/accounts/~2024b249/business/save-event,16,0,0
1597227953772,68,transaction_message,200,OK,Thread Group 1-1,text,true,,469,480,1,1,http://api.webengage.net/v2/accounts/~2024b249/experiments/~2ask2s2/transaction,68,0,0
1597227954373,6,save_user,201,Created,Thread Group 1-1,text,true,,334,515,1,1,http://api.webengage.net/v1/accounts/~2024b249/users,6,0,1
1597227954972,95,save_users_bulk,201,Created,Thread Group 1-1,text,true,,334,8295,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-users,95,0,0
1597227955573,6,save_event,201,Created,Thread Group 1-1,text,true,,334,440,1,1,http://api.webengage.net/v1/accounts/~2024b249/events,5,0,0
1597227956173,16,save_events_bulk,201,Created,Thread Group 1-1,text,true,,334,5772,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-events,16,0,0
1597227956772,17,save_business-event,201,Created,Thread Group 1-1,text,true,,354,427,1,1,http://api.webengage.net/v2/accounts/~2024b249/business/save-event,17,0,0
1597227957373,50,transaction_message,200,OK,Thread Group 1-1,text,true,,469,480,1,1,http://api.webengage.net/v2/accounts/~2024b249/experiments/~2ask2s2/transaction,50,0,0
1597227957973,6,save_user,201,Created,Thread Group 1-1,text,true,,334,515,1,1,http://api.webengage.net/v1/accounts/~2024b249/users,6,0,1
1597227958572,145,save_users_bulk,201,Created,Thread Group 1-1,text,true,,334,8295,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-users,145,0,0
1597227959173,5,save_event,201,Created,Thread Group 1-1,text,true,,334,440,1,1,http://api.webengage.net/v1/accounts/~2024b249/events,5,0,0
1597227959773,18,save_events_bulk,201,Created,Thread Group 1-1,text,true,,334,5772,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-events,18,0,0
1597227960372,32,save_business-event,201,Created,Thread Group 1-1,text,true,,354,427,1,1,http://api.webengage.net/v2/accounts/~2024b249/business/save-event,32,0,0
1597227960972,78,transaction_message,200,OK,Thread Group 1-1,text,true,,469,480,1,1,http://api.webengage.net/v2/accounts/~2024b249/experiments/~2ask2s2/transaction,78,0,0
1597227961573,6,save_user,201,Created,Thread Group 1-1,text,true,,334,515,1,1,http://api.webengage.net/v1/accounts/~2024b249/users,6,0,1
1597227962172,104,save_users_bulk,201,Created,Thread Group 1-1,text,true,,334,8295,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-users,103,0,0
1597227962772,6,save_event,201,Created,Thread Group 1-1,text,true,,334,440,1,1,http://api.webengage.net/v1/accounts/~2024b249/events,6,0,0
1597227963373,17,save_events_bulk,201,Created,Thread Group 1-1,text,true,,334,5772,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-events,17,0,0
1597227963973,17,save_business-event,201,Created,Thread Group 1-1,text,true,,354,427,1,1,http://api.webengage.net/v2/accounts/~2024b249/business/save-event,17,0,0
1597227964572,48,transaction_message,200,OK,Thread Group 1-1,text,true,,469,480,1,1,http://api.webengage.net/v2/accounts/~2024b249/experiments/~2ask2s2/transaction,48,0,0
1597227965173,7,save_user,201,Created,Thread Group 1-1,text,true,,334,515,1,1,http://api.webengage.net/v1/accounts/~2024b249/users,6,0,1
1597227965772,126,save_users_bulk,201,Created,Thread Group 1-1,text,true,,334,8295,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-users,126,0,0
1597227966372,7,save_event,201,Created,Thread Group 1-1,text,true,,334,440,1,1,http://api.webengage.net/v1/accounts/~2024b249/events,7,0,0
1597227966973,21,save_events_bulk,201,Created,Thread Group 1-1,text,true,,334,5772,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-events,21,0,0
1597227967573,18,save_business-event,201,Created,Thread Group 1-1,text,true,,354,427,1,1,http://api.webengage.net/v2/accounts/~2024b249/business/save-event,17,0,0
1597227968172,52,transaction_message,200,OK,Thread Group 1-1,text,true,,469,480,1,1,http://api.webengage.net/v2/accounts/~2024b249/experiments/~2ask2s2/transaction,51,0,0
1597227968773,6,save_user,201,Created,Thread Group 1-1,text,true,,334,515,1,1,http://api.webengage.net/v1/accounts/~2024b249/users,6,0,1
1597227969373,104,save_users_bulk,201,Created,Thread Group 1-1,text,true,,334,8295,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-users,104,0,0
1597227969972,6,save_event,201,Created,Thread Group 1-1,text,true,,334,440,1,1,http://api.webengage.net/v1/accounts/~2024b249/events,6,0,0
1597227970572,17,save_events_bulk,201,Created,Thread Group 1-1,text,true,,334,5772,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-events,17,0,0
1597227971172,18,save_business-event,201,Created,Thread Group 1-1,text,true,,354,427,1,1,http://api.webengage.net/v2/accounts/~2024b249/business/save-event,18,0,0
1597227971771,48,transaction_message,200,OK,Thread Group 1-1,text,true,,469,480,1,1,http://api.webengage.net/v2/accounts/~2024b249/experiments/~2ask2s2/transaction,48,0,0
1597227972372,6,save_user,201,Created,Thread Group 1-1,text,true,,334,515,1,1,http://api.webengage.net/v1/accounts/~2024b249/users,6,0,1
1597227972971,99,save_users_bulk,201,Created,Thread Group 1-1,text,true,,334,8295,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-users,98,0,0
1597227973571,6,save_event,201,Created,Thread Group 1-1,text,true,,334,440,1,1,http://api.webengage.net/v1/accounts/~2024b249/events,6,0,0
1597227974172,20,save_events_bulk,201,Created,Thread Group 1-1,text,true,,334,5772,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-events,19,0,0
1597227974772,17,save_business-event,201,Created,Thread Group 1-1,text,true,,354,427,1,1,http://api.webengage.net/v2/accounts/~2024b249/business/save-event,17,0,0
1597227975372,44,transaction_message,200,OK,Thread Group 1-1,text,true,,469,480,1,1,http://api.webengage.net/v2/accounts/~2024b249/experiments/~2ask2s2/transaction,44,0,0
1597227975971,6,save_user,201,Created,Thread Group 1-1,text,true,,334,515,1,1,http://api.webengage.net/v1/accounts/~2024b249/users,6,0,1
1597227976572,98,save_users_bulk,201,Created,Thread Group 1-1,text,true,,334,8295,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-users,97,0,0
1597227977173,5,save_event,201,Created,Thread Group 1-1,text,true,,334,440,1,1,http://api.webengage.net/v1/accounts/~2024b249/events,5,0,0
1597227977773,15,save_events_bulk,201,Created,Thread Group 1-1,text,true,,334,5772,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-events,15,0,0
1597227978372,17,save_business-event,201,Created,Thread Group 1-1,text,true,,354,427,1,1,http://api.webengage.net/v2/accounts/~2024b249/business/save-event,17,0,0
1597227978973,53,transaction_message,200,OK,Thread Group 1-1,text,true,,469,480,1,1,http://api.webengage.net/v2/accounts/~2024b249/experiments/~2ask2s2/transaction,53,0,0
1597227979573,9,save_user,201,Created,Thread Group 1-1,text,true,,334,515,1,1,http://api.webengage.net/v1/accounts/~2024b249/users,9,0,1
1597227980172,95,save_users_bulk,201,Created,Thread Group 1-1,text,true,,334,8295,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-users,95,0,0
1597227980772,8,save_event,201,Created,Thread Group 1-1,text,true,,334,440,1,1,http://api.webengage.net/v1/accounts/~2024b249/events,8,0,0
1597227981373,19,save_events_bulk,201,Created,Thread Group 1-1,text,true,,334,5772,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-events,19,0,0
1597227981973,15,save_business-event,201,Created,Thread Group 1-1,text,true,,354,427,1,1,http://api.webengage.net/v2/accounts/~2024b249/business/save-event,15,0,0
1597227982572,54,transaction_message,200,OK,Thread Group 1-1,text,true,,469,480,1,1,http://api.webengage.net/v2/accounts/~2024b249/experiments/~2ask2s2/transaction,53,0,0
1597227983173,6,save_user,201,Created,Thread Group 1-1,text,true,,334,515,1,1,http://api.webengage.net/v1/accounts/~2024b249/users,6,0,1
1597227983772,93,save_users_bulk,201,Created,Thread Group 1-1,text,true,,334,8295,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-users,93,0,0
1597227984373,5,save_event,201,Created,Thread Group 1-1,text,true,,334,440,1,1,http://api.webengage.net/v1/accounts/~2024b249/events,5,0,0
1597227984973,15,save_events_bulk,201,Created,Thread Group 1-1,text,true,,334,5772,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-events,15,0,0
1597227985573,16,save_business-event,201,Created,Thread Group 1-1,text,true,,354,427,1,1,http://api.webengage.net/v2/accounts/~2024b249/business/save-event,15,0,0
1597227986173,56,transaction_message,200,OK,Thread Group 1-1,text,true,,469,480,1,1,http://api.webengage.net/v2/accounts/~2024b249/experiments/~2ask2s2/transaction,56,0,0
1597227986773,5,save_user,201,Created,Thread Group 1-1,text,true,,334,515,1,1,http://api.webengage.net/v1/accounts/~2024b249/users,5,0,0
1597227987373,119,save_users_bulk,201,Created,Thread Group 1-1,text,true,,334,8295,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-users,119,0,0
1597227987972,6,save_event,201,Created,Thread Group 1-1,text,true,,334,440,1,1,http://api.webengage.net/v1/accounts/~2024b249/events,6,0,0
1597227988573,15,save_events_bulk,201,Created,Thread Group 1-1,text,true,,334,5772,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-events,15,0,0
1597227989172,18,save_business-event,201,Created,Thread Group 1-1,text,true,,354,427,1,1,http://api.webengage.net/v2/accounts/~2024b249/business/save-event,18,0,0
1597227989772,56,transaction_message,200,OK,Thread Group 1-1,text,true,,469,480,1,1,http://api.webengage.net/v2/accounts/~2024b249/experiments/~2ask2s2/transaction,55,0,0
1597227990372,7,save_user,201,Created,Thread Group 1-1,text,true,,334,515,1,1,http://api.webengage.net/v1/accounts/~2024b249/users,6,0,1
1597227990972,97,save_users_bulk,201,Created,Thread Group 1-1,text,true,,334,8295,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-users,97,0,0
1597227991572,7,save_event,201,Created,Thread Group 1-1,text,true,,334,440,1,1,http://api.webengage.net/v1/accounts/~2024b249/events,7,0,0
1597227992172,16,save_events_bulk,201,Created,Thread Group 1-1,text,true,,334,5772,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-events,16,0,0
1597227992773,16,save_business-event,201,Created,Thread Group 1-1,text,true,,354,427,1,1,http://api.webengage.net/v2/accounts/~2024b249/business/save-event,16,0,0
1597227993372,77,transaction_message,200,OK,Thread Group 1-1,text,true,,469,480,1,1,http://api.webengage.net/v2/accounts/~2024b249/experiments/~2ask2s2/transaction,77,0,0
1597227993973,5,save_user,201,Created,Thread Group 1-1,text,true,,334,515,1,1,http://api.webengage.net/v1/accounts/~2024b249/users,5,0,0
1597227994572,98,save_users_bulk,201,Created,Thread Group 1-1,text,true,,334,8295,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-users,98,0,0
1597227995172,6,save_event,201,Created,Thread Group 1-1,text,true,,334,440,1,1,http://api.webengage.net/v1/accounts/~2024b249/events,5,0,0
1597227995773,17,save_events_bulk,201,Created,Thread Group 1-1,text,true,,334,5772,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-events,16,0,0
1597227996373,15,save_business-event,201,Created,Thread Group 1-1,text,true,,354,427,1,1,http://api.webengage.net/v2/accounts/~2024b249/business/save-event,15,0,0
1597227996973,51,transaction_message,200,OK,Thread Group 1-1,text,true,,469,480,1,1,http://api.webengage.net/v2/accounts/~2024b249/experiments/~2ask2s2/transaction,51,0,0
1597227997573,6,save_user,201,Created,Thread Group 1-1,text,true,,334,515,1,1,http://api.webengage.net/v1/accounts/~2024b249/users,6,0,1
1597227998172,94,save_users_bulk,201,Created,Thread Group 1-1,text,true,,334,8295,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-users,94,0,0
1597227998772,11,save_event,201,Created,Thread Group 1-1,text,true,,334,440,1,1,http://api.webengage.net/v1/accounts/~2024b249/events,11,0,0
1597227999372,23,save_events_bulk,201,Created,Thread Group 1-1,text,true,,334,5772,1,1,http://api.webengage.net/v1/accounts/~2024b249/bulk-events,23,0,0
1597227999972,16,save_business-event,201,Created,Thread Group 1-1,text,true,,354,427,1,1,http://api.webengage.net/v2/accounts/~2024b249/business/save-event,16,0,0
